User_Query,Intent
USSD transfer timed out and I got charged. REF:REF005184498. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF234014082. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF667266771. Please help. ,Transfer_Issue
"I tried to send ?1,500 to account 9193051271 on Wema Bank via ATM but it failed. Need urgent help.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF052020226. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF607569991. ,Transfer_Issue
I accidentally sent money to the wrong account 8700190624. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF051174599. Kindly assist.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF764568109. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF361700048. ,Transfer_Issue
My transfer REF:REF947281326 is pending since 2024-10-17 and recipient hasn't received it. This is urgent.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF641216326. ,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 2662063246 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
I made transfer to account 5519726129 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 8348124266. Can the bank reverse it? ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?5,000? ",Transfer_Issue
My transfer REF:REF916974614 is pending since 2024-09-11 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF475838990. ,Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 9709062576 didn't go through shows error CODE_14. ",Transfer_Issue
I accidentally sent money to the wrong account 4300037539. Can the bank reverse it? This is urgent.,Transfer_Issue
I made transfer to account 4097160033 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF810723227. ,Transfer_Issue
"I tried to send ?5,000 to account 1321401929 on Wema Bank via USSD but it failed. ",Transfer_Issue
"I tried to send ?5,000 to account 3276299765 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
Send money to card/phone transfer failed — how to refund? Please advise.,Transfer_Issue
I tried to send ?500 to account 7824466669 on Wema Bank via POS but it failed. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF446826212. Need urgent help.,Transfer_Issue
I made transfer to account 7910336829 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 0139538486. Can the bank reverse it? Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF816780664. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF104666624. This is urgent.,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 3922279601 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
I made transfer to account 7223031512 but entered wrong beneficiary name. Can it be reversed? This is urgent.,Transfer_Issue
My transfer REF:REF266972333 is pending since 2025-12-14 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 9451676706. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?5,000 to account 7500045840 on Wema Bank via POS but it failed. ",Transfer_Issue
I made transfer to account 0727903716 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF571841519. Please help. ,Transfer_Issue
The transaction failed after I entered OTP on the ATM. Error ERR001. Can you assist?,Transfer_Issue
"I tried to send ?1,000 to account 5633704526 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
"I tried to send ?1,500 to account 1498450316 on Wema Bank via USSD but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 7202164993. Can the bank reverse it? Can you assist?,Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 7406874171 didn't go through shows error E_502. Please advise.",Transfer_Issue
My transfer REF:REF031028795 is pending since 2023-09-23 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 6555197171 didn't go through shows error AUTH_402. ",Transfer_Issue
"I tried to send ?5,000 to account 0049222671 on Wema Bank via POS but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF529592602. ,Transfer_Issue
Transfer of ?500 to Wema Bank account 8972366941 didn't go through shows error OTP_EXPIRED. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF849399506. Please help. ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Need urgent help.,Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error CODE_14. This is urgent.,Transfer_Issue
I accidentally sent money to the wrong account 9643417124. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF539098432. Please advise.,Transfer_Issue
"Trying to transfer beyond daily limit of ?1,000. How can I increase it? This is urgent.",Transfer_Issue
"I tried to send ?75,000 to account 9229064199 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 9020170808 didn't go through shows error OTP_EXPIRED. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF262321953. Please help. Need urgent help.,Transfer_Issue
"I tried to send ?75,000 to account 9466629819 on Wema Bank via instant transfer but it failed. This is urgent.",Transfer_Issue
My transfer REF:REF753340440 is pending since 2023-02-06 and recipient hasn't received it. ,Transfer_Issue
How long does an international transfer to US take and what are the fees? This is urgent.,Transfer_Issue
I accidentally sent money to the wrong account 6867149169. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF039111428. Please help. ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?10,000? Please advise.",Transfer_Issue
"I tried to send ?150,000 to account 0821922863 on Wema Bank via mobile app but it failed. Need urgent help.",Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error INSUFFICIENT_FUNDS. ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?150,000? This is urgent.",Transfer_Issue
I made transfer to account 0508755056 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?10,000 to account 4293382986 on Wema Bank via internet banking but it failed. This is urgent.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF097121639. Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF317504012. ,Transfer_Issue
I accidentally sent money to the wrong account 3337507070. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF884760799 is pending since 2025-12-25 and recipient hasn't received it. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF582747646. Please help. This is urgent.,Transfer_Issue
Transfer of ?500 to Wema Bank account 8777092049 didn't go through shows error AUTH_402. ,Transfer_Issue
"I tried to send ?150,000 to account 1238689167 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer REF:REF004375315 is pending since 2024-06-21 and recipient hasn't received it. Kindly assist.,Transfer_Issue
Transfer of ?500 to Wema Bank account 5373775870 didn't go through shows error AUTH_402. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF319526467. Please help. Can you assist?,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 9016143806 didn't go through shows error AUTH_402. This is urgent.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF390738756. ,Transfer_Issue
My transfer REF:REF422381397 is pending since 2024-04-06 and recipient hasn't received it. Can you assist?,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 5472928422 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 3344069838 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF769797099. Please help. Kindly assist.,Transfer_Issue
Send money to card/phone transfer failed — how to refund? ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?150,000? Can you assist?",Transfer_Issue
"I tried to send ?50,000 to account 4454032764 on Wema Bank via ATM but it failed. This is urgent.",Transfer_Issue
Trying to transfer beyond daily limit of ?500. How can I increase it? This is urgent.,Transfer_Issue
My transfer REF:REF404261034 is pending since 2023-10-06 and recipient hasn't received it. Please advise.,Transfer_Issue
Transfer of ?500 to Wema Bank account 7507975221 didn't go through shows error E_TIMEOUT. ,Transfer_Issue
"I tried to send ?1,500 to account 5204579474 on Wema Bank via ATM but it failed. ",Transfer_Issue
I made transfer to account 5715556239 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
"I tried to send ?150,000 to account 6793289136 on Wema Bank via ATM but it failed. Please advise.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF170207377. ,Transfer_Issue
I accidentally sent money to the wrong account 5483251422. Can the bank reverse it? Kindly assist.,Transfer_Issue
My transfer REF:REF558823029 is pending since 2025-07-11 and recipient hasn't received it. ,Transfer_Issue
"I was debited ?1,500 but the beneficiary didn't get the money. What do I do? Kindly assist.",Transfer_Issue
"I tried to send ?20,000 to account 2824864289 on Wema Bank via ATM but it failed. ",Transfer_Issue
I made transfer to account 6699784200 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
The transaction failed after I entered OTP on the bank transfer. Error E_TIMEOUT. Please advise.,Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 5241694564 didn't go through shows error E_502. ",Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 0778585991 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
"I tried to send ?75,000 to account 1720588646 on Wema Bank via internet banking but it failed. ",Transfer_Issue
The transaction failed after I entered OTP on the internet banking. Error E_502. ,Transfer_Issue
I accidentally sent money to the wrong account 8131515194. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF565915039. This is urgent.,Transfer_Issue
My transfer REF:REF379490103 is pending since 2025-04-23 and recipient hasn't received it. Can you assist?,Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 8300665335 didn't go through shows error AUTH_402. Please advise.",Transfer_Issue
"Trying to transfer beyond daily limit of ?10,000. How can I increase it? Kindly assist.",Transfer_Issue
I accidentally sent money to the wrong account 9900287154. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF812210188 is pending since 2024-05-05 and recipient hasn't received it. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF371796697. Please help. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF494503529. Kindly assist.,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 0067991346 didn't go through shows error E_502. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF676497378. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF722700489. Please help. Need urgent help.,Transfer_Issue
I accidentally sent money to the wrong account 4969677950. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 1913855515. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF954612360. ,Transfer_Issue
I tried to send ?500 to account 0237673605 on Wema Bank via instant transfer but it failed. ,Transfer_Issue
"I tried to send ?100,000 to account 0463766046 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF696288534. ,Transfer_Issue
My transfer REF:REF056970959 is pending since 2025-12-10 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 1211610735 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
I made transfer to account 7230966975 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF860566880 is pending since 2023-02-23 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?10,000 to account 1949000253 on Wema Bank via ATM but it failed. ",Transfer_Issue
My transfer REF:REF228384983 is pending since 2025-06-05 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 6969508764. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF710672872 is pending since 2025-09-14 and recipient hasn't received it. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF522022796. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF160059324. Please help. This is urgent.,Transfer_Issue
"I tried to send ?5,000 to account 7681699570 on Wema Bank via internet banking but it failed. This is urgent.",Transfer_Issue
My transfer REF:REF280567726 is pending since 2023-02-06 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 4504373712 didn't go through shows error CODE_14. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF936637692. Please help. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF284433708. ,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 6359783136 didn't go through shows error CODE_14. ",Transfer_Issue
My transfer REF:REF308273636 is pending since 2024-07-16 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 8687277434 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF240278201 is pending since 2024-09-03 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 0952311911. Can the bank reverse it? Kindly assist.,Transfer_Issue
I accidentally sent money to the wrong account 0112702944. Can the bank reverse it? Please advise.,Transfer_Issue
"I was debited ?5,000 but the beneficiary didn't get the money. What do I do? ",Transfer_Issue
I made transfer to account 6250917926 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 6240964966 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 7125105345 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF694485290. Need urgent help.,Transfer_Issue
I made transfer to account 6369977002 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 1559852575. Can the bank reverse it? ,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 8283041517 didn't go through shows error AUTH_402. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF708789655. ,Transfer_Issue
My transfer REF:REF991428580 is pending since 2025-02-22 and recipient hasn't received it. Need urgent help.,Transfer_Issue
"I tried to send ?10,000 to account 6021557874 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF307324668. ,Transfer_Issue
I accidentally sent money to the wrong account 3738287102. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF672243976 is pending since 2023-11-08 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF605412194 is pending since 2024-11-12 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF495168040 is pending since 2024-01-23 and recipient hasn't received it. This is urgent.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF433026509. ,Transfer_Issue
"I tried to send ?10,000 to account 0975923045 on Wema Bank via USSD but it failed. ",Transfer_Issue
My transfer REF:REF413037970 is pending since 2024-01-14 and recipient hasn't received it. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF955212982. This is urgent.,Transfer_Issue
I tried to send ?500 to account 2205803116 on Wema Bank via bank transfer but it failed. Please advise.,Transfer_Issue
"I was debited ?2,000 but the beneficiary didn't get the money. What do I do? Please advise.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF645808431. ,Transfer_Issue
"I tried to send ?10,000 to account 5037501605 on Wema Bank via internet banking but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF151116271. Please advise.,Transfer_Issue
I made transfer to account 5152586217 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF704668708 is pending since 2023-08-20 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?1,000 to account 8037618781 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
The transaction failed after I entered OTP on the POS. Error E_TIMEOUT. Kindly assist.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF216400698. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF465670162. ,Transfer_Issue
"I tried to send ?1,000 to account 8323466964 on Wema Bank via mobile app but it failed. Can you assist?",Transfer_Issue
I made transfer to account 2097631501 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF355896070. Please help. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF604254670. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF782913193. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF252071821. ,Transfer_Issue
"I tried to send ?2,000 to account 6346066406 on Wema Bank via instant transfer but it failed. Need urgent help.",Transfer_Issue
My transfer REF:REF602382452 is pending since 2025-03-08 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF451181145 is pending since 2023-08-21 and recipient hasn't received it. This is urgent.,Transfer_Issue
My transfer REF:REF180012623 is pending since 2024-03-08 and recipient hasn't received it. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF399201504. Please help. ,Transfer_Issue
I accidentally sent money to the wrong account 3224330688. Can the bank reverse it? ,Transfer_Issue
I made transfer to account 3956155298 but entered wrong beneficiary name. Can it be reversed? Can you assist?,Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 3152685349 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
"I was debited ?10,000 but the beneficiary didn't get the money. What do I do? ",Transfer_Issue
My transfer REF:REF307247338 is pending since 2025-11-06 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 6978319801 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?20,000 to account 6949395215 on Wema Bank via mobile app but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 7096555873. Can the bank reverse it? ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?10,000? Can you assist?",Transfer_Issue
My transfer REF:REF308405108 is pending since 2023-09-26 and recipient hasn't received it. ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF756351041. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF796779559. ,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?20,000? This is urgent.",Transfer_Issue
"I tried to send ?150,000 to account 5622471803 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer REF:REF629272111 is pending since 2023-02-09 and recipient hasn't received it. Need urgent help.,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 0191346800 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I made transfer to account 1231078796 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF888587378. Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF783545185. Kindly assist.,Transfer_Issue
"I tried to send ?1,000 to account 9950934694 on Wema Bank via ATM but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF845385208. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF596363212. Kindly assist.,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 5596005676 didn't go through shows error E_502. ",Transfer_Issue
I accidentally sent money to the wrong account 6919575941. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?5,000 to account 7421206605 on Wema Bank via POS but it failed. ",Transfer_Issue
"I tried to send ?10,000 to account 0810563586 on Wema Bank via mobile app but it failed. ",Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 0968011766 didn't go through shows error E_502. ",Transfer_Issue
I made transfer to account 8549029779 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 9070280305 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I made transfer to account 2858923505 but entered wrong beneficiary name. Can it be reversed? This is urgent.,Transfer_Issue
My transfer REF:REF558922355 is pending since 2023-12-18 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?10,000 to account 4678848805 on Wema Bank via ATM but it failed. ",Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error E_502. Kindly assist.,Transfer_Issue
My transfer REF:REF105014431 is pending since 2023-06-11 and recipient hasn't received it. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF726044909. Please advise.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF316806647. Please help. Please advise.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF729155487. ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?1,500? Kindly assist.",Transfer_Issue
My transfer REF:REF847108733 is pending since 2025-02-15 and recipient hasn't received it. This is urgent.,Transfer_Issue
My transfer REF:REF276347230 is pending since 2024-12-14 and recipient hasn't received it. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF586509480. Need urgent help.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF772731597. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF063758738. ,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 1167467203 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF778346069. Please help. ,Transfer_Issue
I made transfer to account 4416621459 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 1937706198 didn't go through shows error E_TIMEOUT. Can you assist?",Transfer_Issue
I made transfer to account 0660579652 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 9893016127 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF581287047 is pending since 2025-12-22 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?100,000 to account 2071152380 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
"I tried to send ?100,000 to account 2068607527 on Wema Bank via internet banking but it failed. ",Transfer_Issue
"I tried to send ?75,000 to account 6873154959 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF596247796. Please help. ,Transfer_Issue
I made transfer to account 4527193678 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 5950485880. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF460919351. ,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?5,000? Please advise.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF270697777. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF329641356. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF843401216. ,Transfer_Issue
"I tried to send ?100,000 to account 4975333750 on Wema Bank via ATM but it failed. ",Transfer_Issue
The transaction failed after I entered OTP on the POS. Error CODE_14. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF415949254. ,Transfer_Issue
The transaction failed after I entered OTP on the instant transfer. Error CODE_14. Kindly assist.,Transfer_Issue
I made transfer to account 2512574815 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 2045859931. Can the bank reverse it? ,Transfer_Issue
I tried to send ?500 to account 8711656164 on Wema Bank via bank transfer but it failed. ,Transfer_Issue
My transfer REF:REF299787729 is pending since 2023-12-10 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 5708151807 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF057042787. Please advise.,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 7481685430 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
"I tried to send ?5,000 to account 5231913437 on Wema Bank via internet banking but it failed. ",Transfer_Issue
"I tried to send ?1,500 to account 7588425241 on Wema Bank via internet banking but it failed. Need urgent help.",Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 4860673983 didn't go through shows error E_502. Can you assist?",Transfer_Issue
I made transfer to account 7454517330 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF896800199 is pending since 2024-11-17 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 7666019603 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF640260886. ,Transfer_Issue
My transfer REF:REF358828031 is pending since 2023-12-09 and recipient hasn't received it. This is urgent.,Transfer_Issue
"I tried to send ?150,000 to account 8367626470 on Wema Bank via mobile app but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 1049903610. Can the bank reverse it? Kindly assist.,Transfer_Issue
"Transfer of ?1,000 to Wema Bank account 2959031775 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
Transfer was debited but later failed. When will I get my refund for ?500? ,Transfer_Issue
I accidentally sent money to the wrong account 7925970106. Can the bank reverse it? This is urgent.,Transfer_Issue
I made transfer to account 7135463122 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 5303482831 didn't go through shows error ERR001. ",Transfer_Issue
"I tried to send ?20,000 to account 9035564167 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF145617221. Please help. ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF716011670. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF122170478. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF831960250. Please help. Can you assist?,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Kindly assist.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF936635120. Please help. ,Transfer_Issue
My transfer REF:REF436782061 is pending since 2024-06-13 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 6390408209 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
I accidentally sent money to the wrong account 7370102147. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF891200908. Please help. ,Transfer_Issue
My transfer REF:REF091644867 is pending since 2025-08-22 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?2,000 to account 3751410071 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
"I tried to send ?100,000 to account 4158631959 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
"I tried to send ?1,500 to account 7027178670 on Wema Bank via mobile app but it failed. Please advise.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF335929940. ,Transfer_Issue
I made transfer to account 1537842055 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 2162634851 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
My transfer REF:REF401843549 is pending since 2023-09-28 and recipient hasn't received it. ,Transfer_Issue
Why does the app say 'limit exceeded' when I try to transfer ?500? This is urgent.,Transfer_Issue
"I tried to send ?75,000 to account 3901193442 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 7878541612. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF600122281. ,Transfer_Issue
"I tried to send ?5,000 to account 5221451030 on Wema Bank via internet banking but it failed. Can you assist?",Transfer_Issue
"I tried to send ?100,000 to account 4852904225 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF282313197. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF699403899. Need urgent help.,Transfer_Issue
I accidentally sent money to the wrong account 9194575011. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF476417314 is pending since 2023-01-17 and recipient hasn't received it. ,Transfer_Issue
